countrycode,countryshort,countryname,party_id,party_short,party_name,party_name_english,file
28,SVK,Slovakia,2820,SPOLU ,SPOLU obcianska demokraci,TOGETHER-Civic Democracy,CHES+Ukraine+Codebook
28,SVK,Slovakia,2821,Za Ludi ,Za Ludi (Andrej Kiska),For the People ,CHES+Ukraine+Codebook
28,SVK,Slovakia,2822,Aliancia ,Aliancia Szovetse,Alliance,CHES+Ukraine+Codebook
29,SVN,Slovenia,2902,SDS ,Slovenska demokratska stranka ,Slovenian Democratic Party ,CHES+Ukraine+Codebook
29,SVN,Slovenia,2903,SD ,Socialni demokrati ,Social Democrats ,CHES+Ukraine+Codebook
29,SVN,Slovenia,2905,NSI ,Nova Slovenija Krscanski demokrat,New Slovenia-Christian Democrats ,CHES+Ukraine+Codebook
29,SVN,Slovenia,2912,Levica,Levica ,The Left ,CHES+Ukraine+Codebook
29,SVN,Slovenia,2916,GS ,Gibanje Svoboda ,Freedom Movement,CHES+Ukraine+Codebook
31,HRV,Croatia,3101,HDZ ,Hrvatska demokratska zajednica ,Croatian Democratic Union ,CHES+Ukraine+Codebook
31,HRV,Croatia,3102,SDP ,Socijaldemokratska partija Hrvatske ,Social Democratic Party of Croatia ,CHES+Ukraine+Codebook
31,HRV,Croatia,3103,HSS ,Hrvatska seljacka stranka ,Croatian Peasant Party ,CHES+Ukraine+Codebook
31,HRV,Croatia,3104,HSLS ,Hrvatska socijalno-liberalna stranka ,Croatian Social Liberal Party ,CHES+Ukraine+Codebook
31,HRV,Croatia,3105,HNS ,Hrvatska narodna stranka Liberalni demokrat,Croatian Peoples Party Liberal Democrat,CHES+Ukraine+Codebook
31,HRV,Croatia,3106,IDS ,Istarski demokratski sabor ,Istrian Democratic Assembly ,CHES+Ukraine+Codebook
31,HRV,Croatia,3107,HDSSB ,Hrvatski demokratski savez Slavonije i Baranje  ,Croatian Democratic Alliance of Slavonia and Baranja,CHES+Ukraine+Codebook
31,HRV,Croatia,3108,HSU ,Hrvatska stranka umirovljenika ,Croatian Party of Pensioners ,CHES+Ukraine+Codebook
31,HRV,Croatia,3110,SDSS ,Samostalna demokratska srpska stranka ,Independent Democratic Serb Party ,CHES+Ukraine+Codebook
31,HRV,Croatia,3115,Most ,Most nezavisnih lista,Bridge of Independent Lists ,CHES+Ukraine+Codebook
31,HRV,Croatia,3116,ZZ ,zivi zid ,Human Shield ,CHES+Ukraine+Codebook
31,HRV,Croatia,3118,NS-R ,Narodna stranka Reformist,Peoples Party Reformist,CHES+Ukraine+Codebook
31,HRV,Croatia,3120,M! ,Mozemo! ,We Can! ,CHES+Ukraine+Codebook
31,HRV,Croatia,3121,Centre ,Centar  ,Centre,CHES+Ukraine+Codebook
31,HRV,Croatia,3122,DPS ,Domovinski pokret ,Homeland Movement,CHES+Ukraine+Codebook
34,TUR,Turkey,3401,AKP ,Adalet ve Kalkinma Partisi ,justice and Development Party ,CHES+Ukraine+Codebook
34,TUR,Turkey,3402,CHP ,Cumhuriyet Halk Partisi ,Republican Peoples Party ,CHES+Ukraine+Codebook
34,TUR,Turkey,3403,MHP ,Milliyetci Hareket Partisi ,Nationalist Movement Party ,CHES+Ukraine+Codebook
34,TUR,Turkey,3407,HDP ,Halklarin Demokratik Partisi ,Peoples Democratic Party ,CHES+Ukraine+Codebook
34,TUR,Turkey,3408,IYI ,Iyi Parti ,Good Party,CHES+Ukraine+Codebook
35,NOR,Norway,3501,Ap ,Arbeiderpartiet ,Labour Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3502,FrP ,Fremskrittspartiet ,Progress Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3503,H ,Hoyre ,Conservative Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3504,SV ,Sosialistisk Venstreparti ,Socialist Left Party,CHES+Ukraine+Codebook
35,NOR,Norway,3505,Sp ,Senterpartiet ,Centre Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3506,KrF ,Kristelig Folkeparti ,Christian Democratic Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3507,V ,Venstre ,Liberal Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3508,MDG ,Miljopartiet De Gronne ,Green Party ,CHES+Ukraine+Codebook
35,NOR,Norway,3509,RV ,Rod Valgallianse ,Red Electoral Alliance ,CHES+Ukraine+Codebook
35,NOR,Norway,3510,PF ,Pasientfokus Patient ,Focus,CHES+Ukraine+Codebook
36,CHE,Switzerland,3601,SVP/UDC ,Schweizerische Volkspartei Union Democratique du Centr,Swiss Peoples Party ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3602,SP/PS ,Sozialdemokratische Partei der Schweiz Parti Socialiste Suiss,Social Democratic Party of Switzerland ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3603,FDP/PLR; FDP ,Freisinnig-Demokratische Partei der Schweiz Parti Radical-Democratique Suiss,The Liberals ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3604,KK; CVP; PVC ,Katholische Konservative / Christlichdemokratische Volkspartei Conservateurs catholiques  /  Parti democrate-chretie,Catholic Conservative / Christian Democratic Peoples Party ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3605,GPS; PES; Grue ,Grune ecologist,Green Party ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3606,GPL/PVL ,Grunliberale Partei der Schweiz Parti Vert-Libera,Green Liberal Party ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3607,EVP/PEV ,Evangelische Volkspartei der Schweiz Parti Populaire Evangelique Suiss,Evangelical Peoples Party,CHES+Ukraine+Codebook
37,MLT,Malta,3701,PL ,Partit Laburista ,Labour Party ,CHES+Ukraine+Codebook
37,MLT,Malta,3702,PN ,Partit Nazzjonalista ,Nationalist Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4501,Sj ,Sjalfstaedisflokkurinn ,Independence Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4502,Graen ,Vinstrihreyfingin graent frambo,Left-Green Movement ,CHES+Ukraine+Codebook
45,ISL,Iceland,4503,F ,Framsoknarflokkurinn ,Progressive Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4504,M ,Midflokkurinn,Centre Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4505,Sam ,Samfylkingin ,Social Democratic Alliance ,CHES+Ukraine+Codebook
45,ISL,Iceland,4506,Pi ,Pirata ,Pirate Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4507,V ,Vidreisn ,Revival / Liberal Reform Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4508,FIF ,Flokkur folksins ,Peoples Party ,CHES+Ukraine+Codebook
45,ISL,Iceland,4509,SFI ,Sosialistaflokkur islands ,Icelandic Socialist Party ,CHES+Ukraine+Codebook
36,CHE,Switzerland,3612,BDP/PBD ,,Conservative Democratic Part,2019_CHES_codebook
97,ISR,Israel,9701,Likud,,,CHES_ISR_Codebook
97,ISR,Israel,9702,Yesh Atid,,,CHES_ISR_Codebook
97,ISR,Israel,9703,Shas,,,CHES_ISR_Codebook
97,ISR,Israel,9704,B&W,,Blue White,CHES_ISR_Codebook
97,ISR,Israel,9705,Yamina,,,CHES_ISR_Codebook
97,ISR,Israel,9706,Labor,,,CHES_ISR_Codebook
97,ISR,Israel,9707,UTj ,,United Torah judaism,CHES_ISR_Codebook
97,ISR,Israel,9708,YB,,Yisrael Beiteinu,CHES_ISR_Codebook
97,ISR,Israel,9709,RZ ,,the Religious Zionist Party,CHES_ISR_Codebook
97,ISR,Israel,9710,joint List,,,CHES_ISR_Codebook
97,ISR,Israel,9711,New Hope,,,CHES_ISR_Codebook
97,ISR,Israel,9712,Meretz,,,CHES_ISR_Codebook
97,ISR,Israel,9713,Raam,,,CHES_ISR_Codebook
97,ISR,Israel,9714,State Camp,,,CHES_ISR_Codebook
97,ISR,Israel,9715,Hadash-T,,,CHES_ISR_Codebook
97,ISR,Israel,9716,Balad,,,CHES_ISR_Codebook
50,ARG,Argentina,5001,FT ,Frente de Todos ,Everybodys Front,2020_ches_la_codebook
50,ARG,Argentina,5002,jC ,juntos por el Cambio ,Together for Change,2020_ches_la_codebook
50,ARG,Argentina,5003,CF ,Consenso Federal ,Federal Consensus,2020_ches_la_codebook
50,ARG,Argentina,5004,FI ,Frente de Izquierda - Unidad ,Left Front,2020_ches_la_codebook
50,ARG,Argentina,5005,AF ,Alberto Fernandez ,Alberto Fernandez,2020_ches_la_codebook
51,BOL,Bolivia,5101,MAS ,Movimiento al Socialismo ,Movement for Socialism,2020_ches_la_codebook
51,BOL,Bolivia,5102,CC ,Comunidad Ciudadana ,Civic Community,2020_ches_la_codebook
51,BOL,Bolivia,5103,MDS ,Movimiento Democrata Social ,Democrat Social Movement,2020_ches_la_codebook
51,BOL,Bolivia,5104,FUN ,Frente de Unidad Nacional ,National Unity Front,2020_ches_la_codebook
51,BOL,Bolivia,5105,CR ,Creemos ,We Believe/Create,2020_ches_la_codebook
51,BOL,Bolivia,5106,FV ,Frente para la Victoria ,Front for Victory,2020_ches_la_codebook
51,BOL,Bolivia,5107,MNR ,Movimiento Nacionalista Revolucionario ,Revolutionary Nationalist Movement ,2020_ches_la_codebook
51,BOL,Bolivia,5108,jA ,jeanine Anez jeanine Anez,,2020_ches_la_codebook
52,BRA,Brazil,5201,PT ,Partido dos Trabalhadores ,Workers Party,2020_ches_la_codebook
52,BRA,Brazil,5202,PSL ,Partido Social Liberal ,Social Liberal Party,2020_ches_la_codebook
52,BRA,Brazil,5203,PP ,Partido Progressista ,Progressive Party,2020_ches_la_codebook
52,BRA,Brazil,5204,PSD ,Partido Social Democratico ,Social Democratic Party,2020_ches_la_codebook
52,BRA,Brazil,5205,MDB ,Movimento Democratico Brasileiro ,Brazilian Democratic Movement,2020_ches_la_codebook
52,BRA,Brazil,5206,PR ,Partido da Republica ,Party of the Republic,2020_ches_la_codebook
52,BRA,Brazil,5207,PS ,Partido Socialista Brasileiro ,Brazilian Socialist Party,2020_ches_la_codebook
52,BRA,Brazil,5208,PRB ,Partido Republicano Brasileiro ,Brazilian Republican Party,2020_ches_la_codebook
52,BRA,Brazil,5209,PSDB ,Partido da Social Democracia Brasileira ,Brazilian Social Democratic Party ,2020_ches_la_codebook
52,BRA,Brazil,5210,DEM ,Democratas ,Democrats,2020_ches_la_codebook
52,BRA,Brazil,5211,PDT Partido Democratico Trabalhista ,,Democratic Labor Party,2020_ches_la_codebook
52,BRA,Brazil,5212,jB ,jair Bolsonaro ,jair Bolsonaro,2020_ches_la_codebook
53,CHL,Chile,5301,RN ,Renovacion Nacional ,National Renewal,2020_ches_la_codebook
53,CHL,Chile,5302,UDI Union Democrata Independiente ,,Independent Democrats Union,2020_ches_la_codebook
53,CHL,Chile,5303,PDC ,Partido Democrata Cristiano ,Christian Democratic Party,2020_ches_la_codebook
53,CHL,Chile,5304,PS ,Partido Socialista de ,Chile Socialist Party,2020_ches_la_codebook
53,CHL,Chile,5305,PPD ,Partido por la Democracia ,Party for Democracy,2020_ches_la_codebook
53,CHL,Chile,5306,RD ,Revolucion Democratica ,Democratic Revolution,2020_ches_la_codebook
53,CHL,Chile,5307,PC ,Partido Comunista de ,Chile Communist Party,2020_ches_la_codebook
53,CHL,Chile,5308,EVOPOLI ,Evolucion Politica,Political Evolution,2020_ches_la_codebook
53,CHL,Chile,5309,HUM ,Partido Humanista ,Humanist Party,2020_ches_la_codebook
53,CHL,Chile,5310,PRSD ,Partido Radical Socialdemocrata ,Social Democratic Radical Party,2020_ches_la_codebook
53,CHL,Chile,5311,SP ,Sebastian Pinera ,Sebastian Pinera,2020_ches_la_codebook
54,COL,Colombia,5401,PLC ,Partido Liberal Colombiano ,Colombian Liberal Party,2020_ches_la_codebook
54,COL,Colombia,5402,CD ,Partido Centro Democratico ,Democratic Center Party,2020_ches_la_codebook
54,COL,Colombia,5403,RCP ,Partido Cambio Radical ,Radical Change Party,2020_ches_la_codebook
54,COL,Colombia,5404,U ,Partido Social de Unidad Nacional ,Social Party of National Unity ,2020_ches_la_codebook
54,COL,Colombia,5405,PCC ,Partido Conservador Colombiano ,Colombian Conservative Party ,2020_ches_la_codebook
54,COL,Colombia,5406,AV ,Partido Alianza Verde ,Green Alliance Party,2020_ches_la_codebook
54,COL,Colombia,5407,MIRA ,Partido Politico MIRA,MIRA PARTY,2020_ches_la_codebook
54,COL,Colombia,5408,PDA ,Partido Polo Democratico Alternativo ,Alternative Democratic Pole,2020_ches_la_codebook
54,COL,Colombia,5409,POC ,Partido Opcion Ciudadana ,Citizen Option,2020_ches_la_codebook
54,COL,Colombia,5410,DEC ,Lista de la Decencia ,Decency List,2020_ches_la_codebook
54,COL,Colombia,5411,CjL ,Colombia justa Libres ,Colombia just and Free,2020_ches_la_codebook
54,COL,Colombia,5412,ID ,Ivan Duque ,Ivan Duque,2020_ches_la_codebook
55,CRI,Costa Rica,5501,PLN ,Partido Liberacion Nacional ,National Liberation Party,2020_ches_la_codebook
55,CRI,Costa Rica,5502,PRN ,Partido Restauracion Nacional ,National Restoration Party,2020_ches_la_codebook
55,CRI,Costa Rica,5503,PAC ,Partido Accion Ciudadana ,Citizens Action Party,2020_ches_la_codebook
55,CRI,Costa Rica,5504,PUSC ,Partido Unidad Social Cristiana ,Social Christian Unity Party ,2020_ches_la_codebook
55,CRI,Costa Rica,5505,PIN ,Partido Integracion Nacional ,National Integration Party,2020_ches_la_codebook
55,CRI,Costa Rica,5506,PRSC ,Partido Republicano Social Cristiano ,Social Christian Republican Party ,2020_ches_la_codebook
55,CRI,Costa Rica,5507,FA ,Frente Amplio ,Broad Front,2020_ches_la_codebook
55,CRI,Costa Rica,5508,ML ,Movimiento Libertario,Libertarian Party,2020_ches_la_codebook
55,CRI,Costa Rica,5509,CAQ ,Carlos Alvaro Quesada ,Carlos Alvaro Quesada,2020_ches_la_codebook
56,ECU,Ecuador,5601,PAIS ,Movimiento Alianza Pais Patria Altiva I Soberana,PAIS Alliance ,2020_ches_la_codebook
56,ECU,Ecuador,5602,CREO ,Movimiento CREO ,CREO Movement,2020_ches_la_codebook
56,ECU,Ecuador,5603,SUMA ,Movimiento Sociedad Unida Mas Accion ,United Society More Action Party,2020_ches_la_codebook
56,ECU,Ecuador,5604,PSC ,Partido Social Cristiano,Social Christian Party,2020_ches_la_codebook
56,ECU,Ecuador,5605,FE ,Fuerza Ecuador ,Force Ecuador,2020_ches_la_codebook
56,ECU,Ecuador,5606,ID ,Izquierda Democratica ,Democratic Left,2020_ches_la_codebook
56,ECU,Ecuador,5607,PSP ,Partido Sociedad Patriotica 21 de Enero ,Patriotic Society Party,2020_ches_la_codebook
56,ECU,Ecuador,5608,MUPP ,Movimiento de Unidad Plurinacional Pachakutik ,Pachakutik Plurinational Unity Movement ,2020_ches_la_codebook
56,ECU,Ecuador,5609,AVANZA ,Partido Avanza ,Advance Party,2020_ches_la_codebook
56,ECU,Ecuador,5610,FCS ,Fuerza Compromiso Social ,Force Social Commitment ,2020_ches_la_codebook
56,ECU,Ecuador,5611,LM ,Lenin Moreno ,Lenin Moreno,2020_ches_la_codebook
57,MEX,Mexico,5701,MORENA ,Movimiento Regeneracion Nacional ,National Regeneration Movement,2020_ches_la_codebook
57,MEX,Mexico,5702,PAN ,Partido Accion Nacional ,National Action Party,2020_ches_la_codebook
57,MEX,Mexico,5703,PRI ,Partido Revolucionario Institucional ,Institutional Revolutionary Party ,2020_ches_la_codebook
57,MEX,Mexico,5704,PRD ,Partido de la Revolucion Democratica ,Party of the Democratic Revolution,2020_ches_la_codebook
57,MEX,Mexico,5705,PVE ,Partido Verde Ecologista de Mexico Ecologist ,Green Party of Mexico ,2020_ches_la_codebook
57,MEX,Mexico,5706,MC ,Movimiento Ciudadano ,Citizens Movement,2020_ches_la_codebook
57,MEX,Mexico,5707,PDT ,Partido del Trabajo ,Labor Party,2020_ches_la_codebook
57,MEX,Mexico,5708,PES ,Partido Encuentro Social ,Social Encounter Party,2020_ches_la_codebook
57,MEX,Mexico,5709,AMLO ,Andres Manuel Lopez Obrador ,Andres Manuel Lopez Obrador,2020_ches_la_codebook
58,PRY,Paraguay,5801,ANR ,Partido Colorado ,Colorado Party,2020_ches_la_codebook
58,PRY,Paraguay,5802,PLRA ,Partido Liberal Radical Autentico ,Authentic Radical Liberal Party ,2020_ches_la_codebook
58,PRY,Paraguay,5803,FG ,Concertacion Nacional Frente Guasu ,Guasu Front,2020_ches_la_codebook
58,PRY,Paraguay,5804,PPQ ,Partido Patria Querida ,Beloved Fatherland Party,2020_ches_la_codebook
58,PRY,Paraguay,5805,PH ,Partido Hagamos ,Lets Do Party,2020_ches_la_codebook
58,PRY,Paraguay,5806,PEN ,Partido Encuentro Nacional ,National Encounter Party ,2020_ches_la_codebook
58,PRY,Paraguay,5807,MCN ,Movimiento Cruzada Nacional ,National Crusade Movement ,2020_ches_la_codebook
58,PRY,Paraguay,5808,PDP ,Partido Democratico Progresista ,Progressive Democratic Party,2020_ches_la_codebook
58,PRY,Paraguay,5809,UNACE ,Partido UNACE ,UNACE Party,2020_ches_la_codebook
58,PRY,Paraguay,5810,MAB ,Mario Abdo Benitez ,Mario Abdo Benitez,2020_ches_la_codebook
59,PER,PERU,5901,AP ,Accion Popular ,Popular Action,2020_ches_la_codebook
59,PER,PERU,5902,PP ,Podemos Peru ,Peru We can,2020_ches_la_codebook
59,PER,PERU,5903,FPAP ,Frente Popular Agricola del Peru ,Agricultural Peoples Front of Peru ,2020_ches_la_codebook
59,PER,PERU,5904,APP ,Alianza para el Progreso ,Alliance for Progress,2020_ches_la_codebook
59,PER,PERU,5905,PURP ,Partido Morado ,Purple Party,2020_ches_la_codebook
59,PER,PERU,5906,FP ,Fuerza Popular ,Popular Force,2020_ches_la_codebook
59,PER,PERU,5907,UPP ,Union por el Peru,Union for Peru,2020_ches_la_codebook
59,PER,PERU,5908,FA ,"El Frente Amplio por la justicia, Vida y Libertad ",Broad Front ,2020_ches_la_codebook
59,PER,PERU,5909,PDSP ,Partido Democratico Somos Peru,We Are Peru,2020_ches_la_codebook
59,PER,PERU,5910,PPC ,Partido Popular Cristiano ,Christian Peoples Party,2020_ches_la_codebook
59,PER,PERU,5911,APRA ,Partido Aprista Peruano ,American Popular Revolutionary Alliance ,2020_ches_la_codebook
59,PER,PERU,5912,MV ,Martin Vizcarra ,Martin Vizcarra,2020_ches_la_codebook
59,PER,PERU,5913,PL ,Peru Libre,Free Peru,2020_ches_la_codebook
59,PER,PERU,5914,RP ,Renovacion Popular ,Popular Renewal,2020_ches_la_codebook
59,PER,PERU,5915,AvP ,Avanza Pais ,Go on Country,2020_ches_la_codebook
59,PER,PERU,5916,jP ,juntos por el Peru,Together for Peru,2020_ches_la_codebook
60,URY,Urugay,6001,FA ,Frente Amplio ,Broad Front,2020_ches_la_codebook
60,URY,Urugay,6002,PN ,Partido Nacional ,National Party,2020_ches_la_codebook
60,URY,Urugay,6003,PC ,Partido Colorado ,Colorado Party,2020_ches_la_codebook
60,URY,Urugay,6004,CA ,Partido Cabildo Abierto ,Open Cabildo,2020_ches_la_codebook
60,URY,Urugay,6005,PG ,Partido de la Gente ,Party of the People,2020_ches_la_codebook
60,URY,Urugay,6006,PERI ,Partido Ecologista Radical Intransigente ,Ecologist Radical Intransigent Party ,2020_ches_la_codebook
60,URY,Urugay,6007,PI ,Partido Independiente ,Independent Party,2020_ches_la_codebook
60,URY,Urugay,6008,LL ,Luis Lacalle ,Luis Lacalle,2020_ches_la_codebook
61,VEN,Venezuela,6101,PSUV ,Partido Socialista Unido de Venezuela ,United Socialist Party of Venezuela,2020_ches_la_codebook
61,VEN,Venezuela,6102,Pj ,Primero justicia ,justice First,2020_ches_la_codebook
61,VEN,Venezuela,6103,AD ,Accion Democratica ,Democratic Action,2020_ches_la_codebook
61,VEN,Venezuela,6104,NT ,Un Nuevo Tiempo ,A New Era,2020_ches_la_codebook
61,VEN,Venezuela,6105,VP ,Voluntad Popular ,Popular Will,2020_ches_la_codebook
61,VEN,Venezuela,6106,LCR ,La Causa Radical ,Radical Cause,2020_ches_la_codebook
61,VEN,Venezuela,6107,Tupamaro ,Movimiento Revolucionario TUPAMARO ,Revolutionary Movement Tupamaro ,2020_ches_la_codebook
61,VEN,Venezuela,6108,PC ,Partido Comunista de Venezuela ,Communist Party of Venezuela,2020_ches_la_codebook
61,VEN,Venezuela,6109,ABP ,Alianza Bravo Pueblo ,Fearless Peoples Alliance,2020_ches_la_codebook
61,VEN,Venezuela,6110,AP ,Avanzada Progresista ,Progressive Advance,2020_ches_la_codebook
61,VEN,Venezuela,6111,EC ,Esperanza por el Cambio,Hope for Change,2020_ches_la_codebook
61,VEN,Venezuela,6112,VV ,Vente Venezuela ,Come Venezuela,2020_ches_la_codebook
61,VEN,Venezuela,6113,NM ,Nicolas Maduro ,Nicolas Maduro,2020_ches_la_codebook
61,VEN,Venezuela,6114,jG ,juan Guaido ,juan Guaido,2020_ches_la_codebook
