"essround","year","partyname","countryname","countrynameshort"
2,2004,"Partia Ludowo-Demokratyczna","Poland","POL"
2,2004,"Platforma Obywatelska RP","Poland","POL"
2,2004,"Polska Partia Socjalistyczna","Poland","POL"
2,2004,"Polska Unia Gospodarcza","Poland","POL"
2,2004,"Polska Wspolnota Narodowa","Poland","POL"
2,2004,"Polskie Stronnictwo Ludowe","Poland","POL"
2,2004,"Prawo i Sprawiedliwosc","Poland","POL"
2,2004,"Ruch Katolicko-Narodowy","Poland","POL"
2,2004,"Ruch Spoleczny","Poland","POL"
2,2004,"Samoobrona RP","Poland","POL"
2,2004,"Socjaldemokracja Polska","Poland","POL"
2,2004,"Sojusz Lewicy Demokratycznej","Poland","POL"
2,2004,"Unia Polityki Realnej","Poland","POL"
2,2004,"Unia Pracy","Poland","POL"
2,2004,"Unia Wolnosci","Poland","POL"
2,2004,"Zjednoczenie Chrzescijansko-Narodowe","Poland","POL"
2,2004,"Other","Poland","POL"
2,2004,"Sojusz Lewicy Demokratycznej/Unia Pracy","Poland","POL"
2,2004,"Akcja Wyborcza Solidarnosc Prawicy","Poland","POL"
2,2004,"Samoobrona Rzeczypospolitej Polskiej","Poland","POL"
2,2004,"Platforma Obywatelska","Poland","POL"
2,2004,"Alternatywa Ruch Spoleczny","Poland","POL"
2,2004,"Mniejszosc Niemiecka","Poland","POL"
2,2004,"Niemiecka Mniejszosc Gornego Slaska","Poland","POL"
2,2004,"B.E. -  Bloco de Esquerda","Portugal","PRT"
2,2004,"CDS/PP - Centro Democrático Social / Partido Popular","Portugal","PRT"
2,2004,"MPT - Movimento Partido da Terra","Portugal","PRT"
2,2004,"P.H. - Partido Humanista","Portugal","PRT"
2,2004,"PCP- Partido Comunista Português ","Portugal","PRT"
2,2004,"PCTP/MRPP - Partido Comunista dos Trabalhadores Po","Portugal","PRT"
2,2004,"PNR - Partido Nacional Renovador","Portugal","PRT"
2,2004,"POUS - Partido Operário de Unidade Socialista","Portugal","PRT"
2,2004,"PPM - Partido Popular Monárquico","Portugal","PRT"
2,2004,"PS - Partido Socialista","Portugal","PRT"
2,2004,"PSD - Partido Social Democrata","Portugal","PRT"
2,2004,"PEV - Partido Ecologista os Verdes","Portugal","PRT"
2,2004,"Other","Portugal","PRT"
2,2004,"PCP/PEV - Partido Comunista Português  Partido Ecolo","Portugal","PRT"
2,2004,"Blank vote","Portugal","PRT"
2,2004,"Centre Party","Sweden","SWE"
2,2004,"Liberals","Sweden","SWE"
2,2004,"Christian Democrats","Sweden","SWE"
2,2004,"Green Party","Sweden","SWE"
2,2004,"Conservative","Sweden","SWE"
2,2004,"Social Democrats","Sweden","SWE"
2,2004,"Left","Sweden","SWE"
2,2004,"Other","Sweden","SWE"
2,2004,"Slovenian Democratic Party - SDS","Slovenia","SVN"
2,2004,"Liberal Democracy of Slovenia - LDS","Slovenia","SVN"
2,2004,"United List of Social Democrats - ZLSD","Slovenia","SVN"
2,2004,"New Slovenia - Christian Peoples Party - NSi","Slovenia","SVN"
2,2004,"Slovene Peoples Party - SLS","Slovenia","SVN"
2,2004,"Slovene National Party - SNS","Slovenia","SVN"
2,2004,"Democratic Party of Pensioners of Slovenia - DESUS","Slovenia","SVN"
2,2004,"Other","Slovenia","SVN"
2,2004,"HZDS Movement for a Democratic Slovakia ","Slovakia","SVK"
2,2004,"SDKU Slovak Democratic Christian Union ","Slovakia","SVK"
2,2004,"SMER","Slovakia","SVK"
2,2004,"SMK Party of Hungarian Coalition ","Slovakia","SVK"
2,2004,"KDH Christian Democratic Movement ","Slovakia","SVK"
2,2004,"ANO New Citizen's Alliance ","Slovakia","SVK"
2,2004,"KSS Communist Party of Slovakia ","Slovakia","SVK"
2,2004,"Other","Slovakia","SVK"
2,2004,"AKP-Adalet ve Kalkinma Partisi","Turkey","TUR"
2,2004,"ANAP-Anavatan Partisi","Turkey","TUR"
2,2004,"BBP-Buyuk Birlik Partisi","Turkey","TUR"
2,2004,"CHP-Cumhuriyet Halk Partisi","Turkey","TUR"
2,2004,"DEHAP-DTH","Turkey","TUR"
2,2004,"DSP-Demokratik Sol Parti","Turkey","TUR"
2,2004,"DYP-Dogru Yol Partisi","Turkey","TUR"
2,2004,"GP-Genc Parti","Turkey","TUR"
2,2004,"MHP-Milliyetci Hareket Partisi","Turkey","TUR"
2,2004,"ODP- Ozgurluk ve Dayanisma Partisi","Turkey","TUR"
2,2004,"SP-Saadet Partisi","Turkey","TUR"
2,2004,"SHP-Sosyal Demokrat Halkci Parti","Turkey","TUR"
2,2004,"Other-minor parties","Turkey","TUR"
2,2004,"Cast blank/invalid ballot","Turkey","TUR"
2,2004,"Communist Party of Ukraine","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Victor Yushchenko Bloc '","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Democratic Party of Ukra","Ukraine","UKR"
2,2004,"Political Party 'All-Ukrainian Union of Christians'","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Nataliya Vitrenko Bloc'","Ukraine","UKR"
2,2004,"The Green Party of Ukraine","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Against All'","Ukraine","UKR"
2,2004,"Communist Party of Workers and Peasants","Ukraine","UKR"
2,2004,"All-Ukrainian Party 'New Power'","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Juliya Tymoshenko electi","Ukraine","UKR"
2,2004,"Party of Rehabilitation of Invalids of Ukraine","Ukraine","UKR"
2,2004,"Communist Party of Ukraine (renew)","Ukraine","UKR"
2,2004,"Socialist Party of Ukraine","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'For One Ukraine!'","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Unity'","Ukraine","UKR"
2,2004,"All-Ukrainian Labor Party","Ukraine","UKR"
2,2004,"Liberal Party of Ukraine (renew)","Ukraine","UKR"
2,2004,"Election bloc of Political Parties Ukrainian party and All U","Ukraine","UKR"
2,2004,"Party of All-Ukrainian union of the left 'Justice'","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Team of Winter Generatio","Ukraine","UKR"
2,2004,"People's Party of Depositors and of Social Protection","Ukraine","UKR"
2,2004,"Peasant Party of Ukraine","Ukraine","UKR"
2,2004,"Social-Democratic Party of Ukraine (united)","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'People's Movement of Ukr","Ukraine","UKR"
2,2004,"Ukrainian National Assembly","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel","Ukraine","UKR"
2,2004,"Ukrainian Sea Party","Ukraine","UKR"
2,2004,"Ukrainian Political Party 'Christian Movement'","Ukraine","UKR"
2,2004,"Social-democratic Party of Ukraine","Ukraine","UKR"
2,2004,"Election bloc of Political Parties 'Ruses bloc'","Ukraine","UKR"
2,2004,"'Woman for the Future' All-Ukrainian Political Union","Ukraine","UKR"
2,2004,"Political Party 'Apple'","Ukraine","UKR"
2,2004,"Party 'New Generation of Ukraine'","Ukraine","UKR"
2,2004,"Other (WRITE DOWN) ___ ","Ukraine","UKR"
3,2006,"SPÖ","Austria","AUT"
3,2006,"ÖVP","Austria","AUT"
3,2006,"FPÖ","Austria","AUT"
3,2006,"BZÖ","Austria","AUT"
3,2006,"GRÜNE","Austria","AUT"
3,2006,"LIF","Austria","AUT"
3,2006,"KPÖ","Austria","AUT"
3,2006,"other","Austria","AUT"
3,2006,"Agalev/Groen!","Belgium","BEL"
3,2006,"CD&V","Belgium","BEL"
3,2006,"N-VA","Belgium","BEL"
3,2006,"RESIST","Belgium","BEL"
3,2006,"SP.A","Belgium","BEL"
3,2006,"Spirit","Belgium","BEL"
3,2006,"Vivant","Belgium","BEL"
3,2006,"Vlaams Blok","Belgium","BEL"
3,2006,"VLD","Belgium","BEL"
3,2006,"CDH","Belgium","BEL"
3,2006,"Ecolo","Belgium","BEL"
3,2006,"Front National","Belgium","BEL"
3,2006,"MR","Belgium","BEL"
3,2006,"PS","Belgium","BEL"
3,2006,"Other","Belgium","BEL"
3,2006,"SP.A-Spirit","Belgium","BEL"
3,2006,"Blank","Belgium","BEL"
3,2006,"Invalid","Belgium","BEL"
3,2006,"BZNS","Bulgaria","BGR"
3,2006,"BSP","Bulgaria","BGR"
3,2006,"VMRO","Bulgaria","BGR"
3,2006,"DPS","Bulgaria","BGR"
3,2006,"DSB","Bulgaria","BGR"
3,2006,"DP","Bulgaria","BGR"
3,2006,"Ataka","Bulgaria","BGR"
3,2006,"NDSV","Bulgaria","BGR"
3,2006,"Novoto Vreme","Bulgaria","BGR"
3,2006,"Evroroma","Bulgaria","BGR"
3,2006,"Gergiovden","Bulgaria","BGR"
3,2006,"SDS","Bulgaria","BGR"
3,2006,"SSD","Bulgaria","BGR"
3,2006,"GERB","Bulgaria","BGR"
3,2006,"Other","Bulgaria","BGR"
3,2006,"Coalition of the rose","Bulgaria","BGR"
3,2006,"BNS","Bulgaria","BGR"
3,2006,"Coalition Ataka","Bulgaria","BGR"
3,2006,"Radicals","Switzerland","CHE"
3,2006,"Christian-democrats","Switzerland","CHE"
3,2006,"Social-democrats","Switzerland","CHE"
3,2006,"Swiss People's Party","Switzerland","CHE"
3,2006,"Liberal Party","Switzerland","CHE"
3,2006,"Evangelical People's Party","Switzerland","CHE"
3,2006,"Christian-Social Party","Switzerland","CHE"
3,2006,"Swiss Labour Party","Switzerland","CHE"
3,2006,"Green Party","Switzerland","CHE"
3,2006,"Swiss Democrats","Switzerland","CHE"
3,2006,"Federal Democratic Union","Switzerland","CHE"
3,2006,"Freiheits-Partei","Switzerland","CHE"
3,2006,"Women's Parties","Switzerland","CHE"
3,2006,"Lega dei Ticinesi","Switzerland","CHE"
3,2006,"Others","Switzerland","CHE"
3,2006,"Progressive Party of Working People (AKEL)","Cyprus","CYP"
3,2006,"Demokrat Party (DHKO)","Cyprus","CYP"
3,2006,"Democratic Rally (DHSY)","Cyprus","CYP"
3,2006,"European Party (EYROKO)","Cyprus","CYP"
3,2006,"The Cyprus Green Party","Cyprus","CYP"
3,2006,"United Democrats","Cyprus","CYP"
3,2006,"Social Democrats (KS EDEK)","Cyprus","CYP"
3,2006,"Other","Cyprus","CYP"
3,2006,"Social Democratic Party (SPD)","Germany","DEU"
3,2006,"Christian Democratic Union (CDU/CSU)","Germany","DEU"
3,2006,"Green Party (Bündnis 90/Die Grünen)","Germany","DEU"
3,2006,"Liberal Democratic Party (FDP)","Germany","DEU"
3,2006,"The Left Party.Party of Democratic Socialism (Linkspartei.PDS)","Germany","DEU"
3,2006,"Republican Party (Republikaner)","Germany","DEU"
3,2006,"National Democratic Party/German People's Union (NPD/DVU)","Germany","DEU"
3,2006,"Other party","Germany","DEU"
3,2006,"Socialdemokratiet","Denmark","DNK"
3,2006,"Det Radikale Venstre","Denmark","DNK"
3,2006,"Det Konservative Folkeparti","Denmark","DNK"
3,2006,"Centrum-Demokraterne","Denmark","DNK"
3,2006,"Socialistisk Folkeparti","Denmark","DNK"
3,2006,"Dansk Folkeparti","Denmark","DNK"
3,2006,"Kristendemokraterne","Denmark","DNK"
3,2006,"Venstre","Denmark","DNK"
3,2006,"Fremskridtspartiet","Denmark","DNK"
3,2006,"Enhedslisten","Denmark","DNK"
3,2006,"Other","Denmark","DNK"
3,2006,"Res Publica","Estonia","EST"
3,2006,"Estonian Centre Party","Estonia","EST"
3,2006,"Estonian Reform Party","Estonia","EST"
3,2006,"Pro Patria Union","Estonia","EST"
3,2006,"Estonian Social Democrats","Estonia","EST"
3,2006,"Estonian People's Union","Estonia","EST"
3,2006,"Other","Estonia","EST"
3,2006,"Partido Popular (PP)","Spain","ESP"
3,2006,"Partido Socialista Obrero Español (PSOE)","Spain","ESP"
3,2006,"Izquierda Unida (IU)","Spain","ESP"
3,2006,"Convergència i Unió (CiU)","Spain","ESP"
3,2006,"Esquerra Repubicana de Catalunya (ERC)","Spain","ESP"
3,2006,"Iniciativa per Catalunya-Verds (ICV)","Spain","ESP"
3,2006,"Partido Nacionalista Vasco (PNV)","Spain","ESP"
3,2006,"Eusko Alkartasuna (EA)","Spain","ESP"
3,2006,"Bloque Nacionalista Galego (BNG)","Spain","ESP"
3,2006,"Coalición Canaria (CC)","Spain","ESP"
3,2006,"Partido Andalucista (PA)","Spain","ESP"
3,2006,"Chunta Aragonesista (CHA)","Spain","ESP"
3,2006,"Nafarroa-Bai (NA-BAI)","Spain","ESP"
3,2006,"Other","Spain","ESP"
3,2006,"Blank vote","Spain","ESP"
3,2006,"Spoiled vote","Spain","ESP"
3,2006,"The National Coalition Party","Finland","FIN"
3,2006,"The Swedish People´s Party (SPP)","Finland","FIN"
3,2006,"Liberals, (The liberal party of Finland)","Finland","FIN"
3,2006,"The Centre Party","Finland","FIN"
3,2006,"True Finns","Finland","FIN"
3,2006,"Christian Democrats","Finland","FIN"
3,2006,"League for Free Finland","Finland","FIN"
3,2006,"The Green League","Finland","FIN"
3,2006,"Finnish Social Democratic Party","Finland","FIN"
3,2006,"The Left Alliance","Finland","FIN"
3,2006,"Communist Party of Finland","Finland","FIN"
3,2006,"The Communist Workers' Party of Finland","Finland","FIN"
3,2006,"Natural law party","Finland","FIN"
3,2006,"Other","Finland","FIN"
3,2006,"CPNT (Chasse, pêche, nature et traditions)","France","FRA"
3,2006,"FN (Front national)","France","FRA"
3,2006,"LCR (Ligue communiste révolutionnaire)","France","FRA"
3,2006,"LO (Lutte ouvrière)","France","FRA"
3,2006,"MRC (Mouvement républicain et citoyen)","France","FRA"
3,2006,"MNR (Mouvement national républicain)","France","FRA"
3,2006,"MPF (Mouvement pour la France)","France","FRA"
3,2006,"PC (Parti communiste)","France","FRA"
3,2006,"PRG (Parti radical de gauche)","France","FRA"
3,2006,"PS (Parti socialiste)","France","FRA"
3,2006,"UMP (L’Union)","France","FRA"
3,2006,"UDF (Union pour la démocratie française)","France","FRA"
3,2006,"Les Verts","France","FRA"
3,2006,"Autres mouvements écologistes","France","FRA"
3,2006,"Autre","France","FRA"
3,2006,"DL (Démocratie libérale)","France","FRA"
3,2006,"MDC (Mouvement des citoyens)","France","FRA"
3,2006,"RPF (Rassemblement du peuple français)","France","FRA"
3,2006,"UMP (Union pour la majorité présidentielle)","France","FRA"
3,2006,"Blanc","France","FRA"
3,2006,"Conservative ","United Kingdom","GBR"
3,2006,"Labour ","United Kingdom","GBR"
3,2006,"Liberal Democrat ","United Kingdom","GBR"
3,2006,"Scottish National Party","United Kingdom","GBR"
3,2006,"Plaid Cymru","United Kingdom","GBR"
3,2006,"Green Party","United Kingdom","GBR"
3,2006,"British National Party","United Kingdom","GBR"
3,2006,"Uk Independence Party","United Kingdom","GBR"
3,2006,"Independent","United Kingdom","GBR"
3,2006,"Ulster Unionist Party","United Kingdom","GBR"
3,2006,"Democratic Unionist Party","United Kingdom","GBR"
3,2006,"Sinn Fein","United Kingdom","GBR"
3,2006,"Social Democratic and Labour Party ","United Kingdom","GBR"
3,2006,"Alliance Party ","United Kingdom","GBR"
3,2006,"Progressive Unionist Party ","United Kingdom","GBR"
3,2006,"United Kingdom Unionist Party","United Kingdom","GBR"
3,2006,"Women's Coalition","United Kingdom","GBR"
3,2006,"United Unionist Assembly Party ","United Kingdom","GBR"
3,2006,"Northern Ireland Unionist Party","United Kingdom","GBR"
3,2006,"Workers Party","United Kingdom","GBR"
3,2006,"Other","United Kingdom","GBR"
3,2006,"CENTRUMPÁRT","Hungary","HUN"
3,2006,"ÉLOLÁNC","Hungary","HUN"
3,2006,"FIDESZ","Hungary","HUN"
3,2006,"FKNP (FÜGGETLEN KISGAZDA-, NEMZETI EGYSÉG PÁRT)","Hungary","HUN"
3,2006,"Jobbik (Jobbik Magyarországért Mozgalom)","Hungary","HUN"
3,2006,"KDNP","Hungary","HUN"
3,2006,"KDP (KERESZTÉNYDEMOKRATAPÁRT- KERESZTÉNYSZOCIÁLIS CENTRUM ÖSSZEFOGÁS)","Hungary","HUN"
3,2006,"MDF","Hungary","HUN"
3,2006,"MIÉP","Hungary","HUN"
3,2006,"MKP (MAGYARORSZÁGI KISEBBSÉGEK PÁRTJA)","Hungary","HUN"
3,2006,"MRDP (MAGYARORSZÁGI ROMÁK DEMOKRATIKUS PÁRTJA)","Hungary","HUN"
3,2006,"MRÖP (MAGYARORSZÁGI ROMA ÖSSZEFOGÁS PÁRT)","Hungary","HUN"
3,2006,"MSZP","Hungary","HUN"
3,2006,"MUNKÁSPÁRT","Hungary","HUN"
3,2006,"MUNKÁSPÁRT 2006","Hungary","HUN"
3,2006,"MVPP (MAGYAR VIDÉK ÉS POLGÁRI PÁRT)","Hungary","HUN"
3,2006,"NyUP (Nyugdíjasok Pártja)","Hungary","HUN"
3,2006,"SOMOGYÉRT (SOMOGYÉRT Szövetség)","Hungary","HUN"
3,2006,"SZDP (SZOCIÁLDEMOKRATA PÁRT)","Hungary","HUN"
3,2006,"SZDSZ","Hungary","HUN"
3,2006,"Other party","Hungary","HUN"
3,2006,"Fidesz - KDNP","Hungary","HUN"
3,2006,"Harmadik Út (MIÉP - Jobbik Magyarországért)","Hungary","HUN"
3,2006,"Munkáspárt","Hungary","HUN"
3,2006,"Centrumpárt","Hungary","HUN"
3,2006,"Didn't go to vote","Hungary","HUN"
3,2006,"Fianna Fail","Ireland","IRL"
3,2006,"Fine Gael","Ireland","IRL"
3,2006,"Labour","Ireland","IRL"
3,2006,"Progressive Democrats","Ireland","IRL"
3,2006,"Green Party","Ireland","IRL"
3,2006,"Sinn Fein","Ireland","IRL"
3,2006,"Independent Candidate","Ireland","IRL"
3,2006,"Other Party","Ireland","IRL"
3,2006,"Christian Democratic Party","Netherlands","NLD"
3,2006,"Labour Party","Netherlands","NLD"
3,2006,"Party for Freedom and Democracy","Netherlands","NLD"
3,2006,"List Pim Fortuyn","Netherlands","NLD"
3,2006,"Democrats `66","Netherlands","NLD"
3,2006,"Green Left","Netherlands","NLD"
3,2006,"Socialist Party","Netherlands","NLD"
3,2006,"Christian Union","Netherlands","NLD"
3,2006,"Liveable Netherlands","Netherlands","NLD"
3,2006,"Social Reformed Party","Netherlands","NLD"
3,2006,"Other","Netherlands","NLD"
3,2006,"Socialistic Party","Netherlands","NLD"
3,2006,"Blanc","Netherlands","NLD"
3,2006,"Red Electoral Alliance (RV)","Norway","NOR"
3,2006,"Socialist left party (SV)","Norway","NOR"
3,2006,"Labour Party (A)","Norway","NOR"
3,2006,"Liberal Party (V)","Norway","NOR"
3,2006,"Christian Democratic Party (Krf)","Norway","NOR"
3,2006,"Centre Party (Sp)","Norway","NOR"
3,2006,"Conservative Party (H)","Norway","NOR"
3,2006,"Progress Party (FrP)","Norway","NOR"
3,2006,"Coast Party (KYST)","Norway","NOR"
3,2006,"Other","Norway","NOR"
3,2006,"Centrum","Poland","POL"
3,2006,"Dom Ojczysty","Poland","POL"
3,2006,"Krajowa Partia Emerytow i Rencistow","Poland","POL"
3,2006,"Liga Polskich Rodzin","Poland","POL"
3,2006,"Narodowe Odrodzenie Polski","Poland","POL"
3,2006,"Ogolnopolska Koalicja Obywatelska","Poland","POL"
3,2006,"Partia Demokratyczna demokraci.pl","Poland","POL"
3,2006,"Partia Inicjatywa RP","Poland","POL"
3,2006,"Platforma Janusza Korwin-Mikke","Poland","POL"
3,2006,"Platforma Obywatelska","Poland","POL"
3,2006,"Polska Konfederacja Godnosc i Praca","Poland","POL"
3,2006,"Polska Partia Narodowa","Poland","POL"
3,2006,"Polska Partia Pracy","Poland","POL"
3,2006,"Polskie Stronnictwo Ludowe","Poland","POL"
3,2006,"Prawo i Sprawiedliwosc","Poland","POL"
3,2006,"Ruch Patriotyczny","Poland","POL"
3,2006,"Samoobrona Rzeczypospolitej Polskiej","Poland","POL"
3,2006,"Socjaldemokracja Polska","Poland","POL"
3,2006,"Sojusz Lewicy Demokratycznej","Poland","POL"
3,2006,"Other party","Poland","POL"
3,2006,"BE - Bloco de Esquerda","Portugal","PRT"
3,2006,"CDS/PP - Centro Democrático Social/Partido Popular","Portugal","PRT"
3,2006,"PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes","Portugal","PRT"
3,2006,"PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português","Portugal","PRT"
3,2006,"PDA - Partido Democrático do Atlântico","Portugal","PRT"
3,2006,"PH - Partido Humanista","Portugal","PRT"
3,2006,"PND - Partido da Nova Democracia","Portugal","PRT"
3,2006,"PNR - Partido Nacional Renovador","Portugal","PRT"
3,2006,"POUS - Partido Operário de Unidade Socialista","Portugal","PRT"
3,2006,"PSD - Partido Social Democrata","Portugal","PRT"
3,2006,"PS - Partido Socialista","Portugal","PRT"
3,2006,"Outro","Portugal","PRT"
3,2006,"Votou em branco / nulo","Portugal","PRT"
3,2006,"United Russia (ER)","Russia","RUS"
3,2006,"Communist Party of the Russian Federation (KPRF)","Russia","RUS"
3,2006,"Liberal Democratic Party of Russia (LDPR)","Russia","RUS"
3,2006,"Rodina","Russia","RUS"
3,2006,"Union of Right Forces (SPS)","Russia","RUS"
3,2006,"Yabloko","Russia","RUS"
3,2006,"Agrarian Party of Russia (APR)","Russia","RUS"
3,2006,"Russian party of pensioners and party of social justice","Russia","RUS"
3,2006,"Party of Revival of Russia - Russian Party of Life","Russia","RUS"
